id;nazwa;miasto;kod;link www;e-mail;tel 1;tel 2;fax;x;y;ulica;numer
5952;Focha 13-19/21-29;Gdañsk;80-001;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.358720;18.628721;Focha;13-19/21-29
5953;Ksiêdza Góreckiego 9;Gdañsk;80-544;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.399780;18.669451;Ksiêdza Góreckiego;9
5955;Mylna 2 Szko³a;Gdañsk;80-544;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.399044;18.672277;Mylna ;2
5956;Kozietulskiego 16;Gdañsk;80-156;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.356386;18.630523;Kozietulskiego;16
5957;Poniatowskiego 15;Gdañsk;80-156;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.357433;18.630120;Poniatowskiego;15
5958;Œwidnicka 4/6/Jordana/Ochota;Gdañsk;80-156;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.357740;18.631702;Œwidnicka;06-kwi
5959;Beethovena (Gimnazjum);Gdañsk;80-171;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.356998;18.614280000000008;Beethovena;18
5961;Goplañska/Otomiñska;Gdañsk;80-178;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.338812;18.507550;Goplañska/Otomiñska;
5962;Powstañców Warszawskich 23;Gdañsk;80-152;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354790;18.631400;Powstañców Warszawskich;23
5963;Legnicka 21;Gdañsk;80-150;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353991;18.628011;Legnicka;21
5964;S³abego 21;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.370853;18.524102;Mieczys³awa S³abego;21
5966;S³abego 2;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.371010;18.522744;Mieczys³awa S³abego;2
5967;Kartuska 17;Gdañsk;80-103;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351315;18.634256;Kartuska;17
5968;S³abego 7;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.372786;18.524655;Mieczys³awa S³abego;7
5969;Czêstochowska 33-35;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.329650;18.579430;Czêstochowska;33-35
5970;S³abego 3;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.372861;18.523145;Mieczys³awa S³abego;3
5971;Wiolinowa 1;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.376956;18.522909;Wiolinowa;1
5972;Ostro³êcka 2-10 ;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330606;18.58738500000004;Ostro³êcka ;10-lut
5973;Ostro³êcka 19;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.329774;18.588073;Ostro³êcka;19
5974;Ostro³êcka 31-33;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.329354;18.585722;Ostro³êcka;31-33
5975;Z³ota Karczma (Policja);Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.374002;18.522222;Z³ota Karczma;
5976;Warszawska 96;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.333205;18.584866;Warszawska;96
5977;Z³ota Karczma 15-17;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.374678;18.523619;Z³ota Karczma ;15-19
5978;Jeleniogórska 7;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327544;18.586372;Jeleniogórska;7
5979;Z³ota Karczma (Stacja Shell);Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.375384;18.521601;Z³ota Karczma ;
5980;Jeleniogórska 11;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326494;18.585006;Jeleniogórska;11
5981;Z³ota Karczma (dzia³ki);Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.370570;18.521302;Z³ota Karczma ;
5982;Jeleniogórska 24;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326952;18.584305;Jeleniogórska;24
5983;Jeleniogórska 34;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327381;18.583193;Jeleniogórska;34
5984;Podchor¹¿ych 12;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377950;18.504358;Podchor¹¿ych;12
5987;Podchor¹¿ych 10;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377540;18.505225;Podchor¹¿ych;10
5988;Piotrkowska 2;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330394;18.584539;Piotrkowska;2
5989;Elewów 2;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378981;18.506907;Elewów;2
5990;Piotrkowska 6;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330048;18.584200;Piotrkowska;6
5991;Elewów 3;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379553;18.506759;Elewów;3
5992;Elewów 10;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379507;18.504100;Elewów;10
5994;Piotrkowska 11;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330150;18.585771;Piotrkowska;11
5995;Podchor¹¿ych 6;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377534;18.505230;Podchor¹¿ych;6
5996;Kadetów 6;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378640;18.505434;Kadetów ;6
5997;Nowos¹decka 3;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327418;18.580731;Nowos¹decka;3
5998;Storczykowa 5;Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354934;18.510443;Storczykowa;5
5999;Nowos¹decka 11;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327315;18.579753;Nowos¹decka;11
6000;Nowos¹decka 15A;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326630;18.579977;Nowos¹decka;15A
6001;Jaœminowy Stok 59;Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.355625;18.510035;Jaœminowy Stok;59
6002;Ko³odzieja 53;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.333092;18.582727;Ko³odzieja;53
6003;Astronautów 50;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.382661;18.490361;Astronautów;50
6004;Cz³uchowska 6 (szko³a);Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325271;18.584716;Cz³uchowska;6
6005;Budowlanych 23;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.368785;18.466942;Budowlanych ;19
6007;Bytowska 4 (Dwór Oliwski);Gdañsk;80-328;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.405570;18.537600;Bytowska;4
6008;Budowlanych 23;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.364656;18.472615;Budowlanych;23
6009;Budowlanych 3;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.374251;18.464487;Budowlanych;3
6011;Budowlanych 49;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.363617;18.473434;Budowlanych ;49
6012;Opacka 7 (Szko³a Podstawowa nr 23);Gdañsk;80-330;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.411884;18.556041;Opacka ;7
6013;Fundamentowa 9 przedszkole;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.355756;18.493835;Fundamentowa;9
6014;Fundamentowa 6;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354386;18.494615;Fundamentowa ;6
6015;Krawieñska 3 (ZOO) Aleja Jelenia;Gdañsk;80-328;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.413337;18.533602;Krawieñska;3
6016;Krawieñska 3 (ZOO) Bar Miœ;Gdañsk;80-328;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.413464;18.533893;Krawieñska;3
6017;Przyrodników 14 Schronisko dla Zwierz¹t;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.374681;18.449059;Przyrodników ;14
6018;Krawieñska 3 (ZOO) Bar Hipcio;Gdañsk;80-328;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.413603;18.534120;Krawieñska;3
6019;Radarowa 26;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.388495;18.483298;Radarowa ;26
6020;Tatrzañska 2;Gdañsk;80-331;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.412685;18.556473;Tatrzañska;2
6021;Taneczna 1;Gdañsk;80-176;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351392;18.534031;Taneczna ;1
6022;Tatrzañska 11 AB;Gdañsk;80-331;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.414013;18.553876;Tatrzañska;11AB
6023;Taneczna 4;Gdañsk;80-176;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352119;18.534461;Taneczna;4
6024;Karpacka 2;Gdañsk;80-336;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.415233;18.556951;Karpacka;2
6025;Borska 2;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348217;18.478624;Borska ;2
6026;Karpacka 8 AB;Gdañsk;80-336;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.415684;18.554501;Karpacka;8AB
6027;Kartuska 459;Gdañsk;80-298;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352576;18.499542;Kartuska;459
6028;Polanki 131 (V LO);Gdañsk;80-322;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.407319;18.558993;Polanki;131
6029;Kwietna 28;Gdañsk;80-330;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.407971;18.549508;Kwietna;28
6030;Przytulna 18;Gdañsk;80-176;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352270;18.531184;Przytulna ;18
6031;Polanki 125;Gdañsk;80-322;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.405292;18.558038;Polanki;125
6032;Przytulna 25-27;Gdañsk;80-176;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352797;18.531307;Przytulna ;25-27
6034;Przytulna 36;Gdañsk;80-176;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348917;18.531561;Przytulna ;36
6035;Czy¿ewskiego 25;Gdañsk;80-336;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.418567;18.559028;Czy¿ewskiego;25
6036;Czy¿ewskiego 31;Gdañsk;80-336;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.421808;18.560781;Czy¿ewskiego;31
6037;¯yczliwa 9-11;Gdañsk;80-176;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.345768;18.530381;¯yczliwa ;11-wrz
6038;Czy¿ewskiego 12 B Przedszkole Leœny Domek;Gdañsk;80-336;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.415808;18.557530;Czy¿ewskiego ;12B
6039;Szczêœliwa 40-42;Gdañsk;80-176;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353686;18.527154;Szczêœliwa ;40-42
6040;Witkiewicza 7;Gdañsk;80-319;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.405512;18.560788;Witkiewicza;7
6041;SYmpatyczna 6-8;Gdañsk;80-176;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350493;18.529604;Sympatyczna ;08-cze
6042;Grunwaldzka 262;Gdañsk;80-314;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.396355;18.577673;Grunwaldzka;262
6043;Odyseusza 2;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.432234;18.486308;Odyseusza ;2
6044;Wita Stwosza 13;Gdañsk;80-312;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.405693;18.564055;Wita Stwosza;13
6045;Hermesa 32;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.422750;18.483047;Hermesa;32
6046;Wita Stwosza 31;Gdañsk;80-312;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.403435;18.566408;Wita STwosza;31
6047;Wita Stwosza 50/52;Gdañsk;80-308;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.398018;18.568148;Wita Stwosza;52
6049;Wita Stwosza 58;Gdañsk;80-308;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.396672;18.570093;Wita Stwosza;58
6050;Orfeusza 24;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.419237;18.479166;Orfeusza ;24
6051;Wita Stwosza 55 UG;Gdañsk;80-308;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.397689;18.572169;Wita Stwosza;55
6052;Wita Stwosza 57;Gdañsk;80-308;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.395016;18.574083;Wita Stwosza;57
6053;Orfeusza 46;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.418394;18.479404;Orfeusza;46
6054;Orfeusza 6;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.421493;18.481080;Orfeusza ;6
6055;Wita Stwosza 53 (biblioteka);Gdañsk;80-308;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.397223;18.573772;Wita Stwosza;53
6056;Kielnieñska 45;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.428568;18.480211;Kielnieñska;45
6057;Wita Stwosza 59 Wydzia³ Bilogii;Gdañsk;80-312;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.395106;18.576463;Wita Stwosza;59
6058;Ba¿yñskiego 1 (rektorat UG);Gdañsk;80-309;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.400766;18.571227;Ba¿yñskiego;1
6059;Komandorska 77 przedszkole;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.434755;18.469271;Komandorska;77
6060;Ba¿yñskiego 4;Gdañsk;80-312;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.398943;18.573944;Ba¿yñskiego;4
6061;Komandorska/Juraty;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.435305;18.468710;Komandorska/Juraty;
6062;Ba¿yñskiego 6;Gdañsk;80-309;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.397935;18.571915;Ba¿yñskiego;6
6063;Rabatki 9;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.433616;18.464740;Rabatki;9
6064;Grottgera 2A;Gdañsk;80-319;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.405723;18.561893;Grottgera;2A
6065;Grottgera 30;Gdañsk;80-319;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.404339;18.561997;Grottgera;30
6066;Grottgera 25;Gdañsk;80-311;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.402442;18.563194;Grottgera;25
6067;Barniewicka/Posejdona;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.425695;18.458625;Barniewicka/Posejdona;
6068;Grottgera 32;Gdañsk;80-319;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.403381;18.562053;Grottgera;32
6069;Husa 5;Gdañsk;80-315;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.406937;18.567769;Husa;5
6070;Barniewicka 60A Dworzec PKP;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.420966;18.452112;Barniewicka ;60A
6071;Abrahama 56;Gdañsk;80-307;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.393019;18.576868;Abrahama;56
6072;Barniewicka 74;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.416159;18.450010;Barniewicka ;74
6073;Polanki 40;Gdañsk;80-308;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.399371;18.563723;Polanki;40
6074;Barniewicka/Nowy Œwiat;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.418086;18.449943;Barniewicka/Nowy Œwiat;
6075;Polanki 63;Gdañsk;80-306;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.395058;18.568022;Poalnki;63
6076;Spacerowa 48 Real;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.425420;18.489675;Spacerowa;48
6077;Macierzy Szkolnej 10;Gdañsk;80-308;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.395681;18.569723;Macierzy Szkolnej ;10
6078;Antygony 23;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.420584;18.463750;Antygony;23
6079;Norblina 28;Gdañsk;80-304;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.389078;18.569589;Norblina;28
6080;Borcharda 23;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.421936;18.469275;Borcharda;23
6081;Rodakowskiego 2;Gdañsk;80-304;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.386440;18.569274;Rodakowskiego;2
6082;Daru Pomorza 9;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.422445;18.471242;Daru Pomorza;9
6083;Galaktyczna 23;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.425936;18.486949;Galaktyczna ;23
6084;Che³moñskiego 12;Gdañsk;80-303;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.388827;18.571553;Che³moñskiego;12
6085;Che³moñskiego 12;Gdañsk;80-303;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.388827;18.571553;Che³moñskiego;12
6086;Micha³owskiego 39;Gdañsk;80-300;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.385574;18.571077;Micha³owskiego;39
6087;Kozioro¿ca 13-15;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.424450;18.472680;Kozioro¿ca ;13-15
6088;Micha³owskiego 29;Gdañsk;80-300;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.386508;18.573573;Micha³owskiego ;29
6089;VII Dwór 6;Gdañsk;80-301;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.387425;18.574574;VII Dwór 6;
6090;Paneckiego 19;Gdañsk;80-306;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.392592;18.570657;Paneckiego;19
6091;Owczarnia 80 dzia³ki;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.411329;18.489427;Owczarnia;80
6092;Homera 63;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.421779;18.484415;Homera ;63
6093;Anny Jagiellonki 25-27;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.329311;18.60227199999997;Anny Jagielonki;25-27
6094;Nike 6;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.423379;18.484488;Nike;6
6095;Nike 10;Gdañsk;80-299;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.423442;18.483805;Nike ;10
6096;Anny Jagiellonki 30;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.329017;18.605237;Anny Jagielonki;30
6097;Anny Jagiellonki 20-22;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.329275;18.603530;Anny Jagiellonki;20-22
6098;Anny Jagiellonki 40;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.328553;18.605741;Anny Jagiellonki;40
6099;Anny Jagiellonki 46;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327836;18.605186;Anny Jagiellonki;46
6100;Wieniawskiego 15;Gdañsk;80-142;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.436058;18.433461;Wieniawskiego;15
6101;Anny Jagiellonki 41-45;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.328735;18.606593;Anny Jagiellonki;41-45
6102;Królowej Bony 7-11;Gdañsk;80-001;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327773;18.603466;Królowej Bony;11-lip
6103;Grota-Roweckiego 6;Gdañsk;80-108;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348097;18.626215;Grota-Roweckiego;6
6104;£añcucka 1;Gdañsk;80-809;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.332395;18.602386;£añcucka;1
6105;Kartuska 35;Gdañsk;80-141;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350672;18.629412;Kartuska ;35
6106;Nieborowska 36;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.331944;18.605471;Nieborowska;36
6107;Kartuska 83;Gdañsk;80-136;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349257;18.621536;Kartuska;83
6108;Nieborowska 42-44;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.331038;18.603779;Nieborowska;42-44
6109;Kartuska 126;Gdañsk;80-104;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348537;18.619319;Kartuska ;126
6110;Nieborowska 44;Gdañsk;80-809;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.331510;18.603300;Nieborowska;44
6111;Kartuska 128;Gdañsk;80-104;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348331;18.618155;Kartuska;128
6112;Nieborowska 46;Gdañsk;80-809;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.331248;18.602388;Nieborowska;46
6113;Kartuska 93;Gdañsk;80-136;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349275;18.619839;Kartuska;93
6114;Nieborowska 48F;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330919;18.601164;Nieborowska ;48F
6115;Nieborowska 48F;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330919;18.601164;Nieborowska ;48F
6116;Nieborowska 48D;Gdañsk;80-809;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.331350;18.601270;Nieborowska ;48 D
6117;Kartuska 54;Gdañsk;80-136;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349350;18.627729;Kartuska;54
6118;Nieborowska 41;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330782;18.604705999999965;Nieborowska;41
6119;Kartuska 120;Gdañsk;80-104;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348531;18.619327;Kartuska;120
6120;Nieborowska 1;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330220;18.601243;Nieborowska;1
6121;Kartuska 91;Gdañsk;80-136;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349272;18.619828;Kartuska ;91
6122;Nieborowska 3;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330274;18.602571;Nieborowska ;3
6123;Kartuska 75C;Gdañsk;80-136;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349915;18.623340;Kartuska;75C
6124;Nieborowska 9;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330658;18.605541;Nieborowska;9
6125;Kartuska 201 GIWK;Gdañsk;80-122;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348547;18.605772;Kartuska;201
6126;Nieborowska 5;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330295;18.603772;Nieborowska;5
6127;B¹dkowskiego 13;Gdañsk;80-137;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350883;18.611617;B¹dkowskiego;13
6128;Wawelska 7;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.329064;18.607644;Wawelska;7
6129;Wawelska 20;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330062;18.609488;Wawelska;20
6130;Kolonia Zrêby;Gdañsk;80-133;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349865;18.608054;Kolonia Zrêby;16
6131;Wawelska 4;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.328440;18.612025;Wawelska;4
